$,','s,",",2022,:,?,a,after,and,at,be,business,by,cnbc,driver,for,from,get,have,how,in,it,life,more,new,news,of,on,reuters,s,stock,switch,the,thestreet,time,to,verge,will,with,york,|,–,’
-3.8643508601104553,-4.5265062873620625,-3.071062572476519,-2.4614478130589994,-4.451169470725938,-3.2289319751554184,-3.6475226079007186,-3.1468851600349192,-4.794048252264726,-3.341969980183032,-3.9485047782924156,-3.1082554052362736,-4.6966951708306,-4.451169470725938,-5.022831398121151,-4.794048252264726,-3.341969980183032,-4.6966951708306,-4.0897164101168855,-4.196313506225692,-3.750071398985254,-4.0897164101168855,-3.6805507090555887,-4.607984558088011,-4.5265062873620625,-3.905542845048816,-4.315644420893723,-3.786732396048425,-3.7147070348522298,-5.160410634359147,-4.315644420893723,-4.0897164101168855,-3.786732396048425,-2.3668414837064935,-3.82478873880041,-4.451169470725938,-2.9837165794556597,-4.6966951708306,-4.5265062873620625,-4.141595262531334,-4.451169470725938,-4.5265062873620625,-3.9485047782924156,-4.141595262531334
-3.9993037064161716,-4.613892645697545,-3.2136886820233226,-2.2780796857405585,-3.9993037064161716,-3.502906745840413,-3.475341604744811,-3.2564485093965656,-4.907819416273961,-3.2564485093965656,-3.95441286590195,-3.17268252698154,-4.702603258440135,-4.202221593835228,-5.166318721968682,-4.79995633987426,-3.372104058774677,-4.613892645697545,-4.09562449772642,-4.457077558335474,-3.7559794865947884,-4.14750335014087,-3.7559794865947884,-4.38702090840093,-4.321552508503258,-3.7206151224617643,-4.38702090840093,-3.8306968264099446,-3.87025894771999,-5.028739485730686,-4.202221593835228,-4.14750335014087,-3.9114509326583504,-2.409525180848946,-4.046304838249904,-4.321552508503258,-3.1332918495975943,-4.79995633987426,-4.532414374971598,-4.457077558335474,-4.321552508503258,-4.202221593835228,-3.7559794865947884,-3.7926404836579595
-3.951885101289458,-4.611364881085054,-3.1502654830319616,-2.2512158726258535,-4.093096733113928,-3.4198634094939884,-3.5879494859928105,-3.0928664084677755,-5.026211721118194,-3.394403785882668,-4.093096733113928,-3.2539207447840734,-4.454549793722981,-4.1449755855283765,-5.1637909573561895,-4.797428575261768,-3.345350303180074,-4.797428575261768,-4.257580358269434,-4.257580358269434,-3.8677311831074976,-4.093096733113928,-3.9089231680458583,-4.529886610359105,-4.384493143788438,-3.7534517219822963,-4.319024743890766,-3.8281690617974524,-3.718087357849272,-5.1637909573561895,-4.1449755855283765,-4.093096733113928,-3.683931032052631,-2.4748002968756024,-4.043777073637413,-4.257580358269434,-3.1502654830319616,-5.026211721118194,-4.611364881085054,-4.257580358269434,-4.257580358269434,-4.319024743890766,-3.650902930897761,-3.8281690617974524
-3.9380235071532925,-4.483650132830416,-3.0854530162165856,-2.1958324695424274,-4.122197072221362,-3.398676633269619,-3.6480312373073582,-3.179365822139396,-4.934391990768903,-3.219548005628154,-3.9809854403968923,-3.179365822139396,-4.640465220192487,-4.174075924635812,-5.055312060225628,-5.055312060225628,-3.3276913063212112,-4.729175832935077,-4.22879416833017,-4.072877412744846,-3.6800032700051952,-4.286680697376868,-3.896831522214932,-4.729175832935077,-4.413593482895872,-4.072877412744846,-4.3481250829982,-3.896831522214932,-3.6800032700051952,-5.055312060225628,-4.22879416833017,-3.9809854403968923,-3.8192130581529016,-2.555309981876486,-3.896831522214932,-4.483650132830416,-3.033066737425157,-4.826528914369202,-4.55898694946654,-4.174075924635812,-4.934391990768903,-4.3481250829982,-3.7130313711600653,-3.896831522214932
-4.094782619277612,-4.906977537825153,-3.2556066309477574,-2.285483236592423,-4.146661471692061,-3.447674083398814,-3.5595850340925237,-2.988782788616386,-4.906977537825153,-3.300276853377461,-4.094782619277612,-3.1921335526844037,-4.701761379991327,-4.20137971538642,-5.1654768435198735,-5.0278976072818775,-3.396089672046352,-4.613050767248737,-4.094782619277612,-4.20137971538642,-3.7917986052091512,-4.146661471692061,-3.719773244012956,-4.613050767248737,-4.456235679886666,-3.719773244012956,-4.146661471692061,-3.7917986052091512,-3.5896353721564944,-5.0278976072818775,-4.146661471692061,-4.20137971538642,-3.7917986052091512,-2.507013584107005,-3.9984618279673634,-4.146661471692061,-3.113321614397,-4.799114461425452,-4.906977537825153,-4.094782619277612,-4.386179029952122,-4.3207106300544496,-3.719773244012956,-3.953570987453142
-4.34841667409624,-4.575288411392856,-3.2399299784456876,-2.223185793305081,-4.163617359530537,-3.333499824469987,-3.4926490806901596,-3.154371196828522,-4.990135251425996,-3.2625144975215794,-4.05702026342173,-3.154371196828522,-4.418473324030783,-4.163617359530537,-4.990135251425996,-4.86921518196927,-3.436737370440121,-4.86921518196927,-4.282948274198568,-4.05702026342173,-3.8316547134153,-4.163617359530537,-3.960699472111482,-4.663999024135445,-4.493810140666907,-3.792092592105255,-4.221503888577236,-3.6820108881570746,-3.7540362493532697,-5.127714487663992,-4.108899115836179,-4.108899115836179,-3.8728466983536607,-2.4901331730768543,-3.8316547134153,-4.163617359530537,-3.154371196828522,-4.990135251425996,-4.418473324030783,-4.282948274198568,-4.493810140666907,-4.282948274198568,-3.7173752522900987,-3.9158086315972604
-4.0050732180824795,-4.661371638272709,-3.2598871116588435,-2.3315179511486024,-3.958072086248746,-3.3308724386072512,-3.407284341680197,-3.111561627477028,-4.7587247197068345,-3.21521688922914,-4.0050732180824795,-3.21521688922914,-4.57266102553012,-4.2188765027145,-5.125087101801256,-4.8665877961065345,-3.4341099845773853,-4.8665877961065345,-4.2188765027145,-4.280320888335832,-3.829027327552564,-4.2188765027145,-3.7147478664273628,-4.57266102553012,-4.491182754804171,-3.958072086248746,-4.415845938168047,-3.751408863490534,-3.7147478664273628,-4.98750786556326,-4.160989973667801,-4.054392877558994,-3.829027327552564,-2.416250582592874,-3.9131812457345245,-4.415845938168047,-3.0920602294301687,-4.7587247197068345,-4.57266102553012,-4.160989973667801,-4.57266102553012,-4.491182754804171,-3.7147478664273628,-3.9131812457345245
-4.089133704151211,-4.575243240872904,-3.1569923587471145,-2.3291539809425377,-4.138453363627726,-3.4913448277489287,-3.4913448277489287,-3.11979952598736,-4.8427852057755665,-3.235804297034518,-4.190332216042176,-3.235804297034518,-4.8427852057755665,-4.190332216042176,-5.209147587869988,-4.8427852057755665,-3.367053986168033,-4.656721511598851,-4.364381374404564,-4.138453363627726,-3.7988083524960947,-4.138453363627726,-3.7988083524960947,-4.656721511598851,-4.575243240872904,-3.7634439883630706,-4.245050459736534,-3.8354693495592658,-3.7634439883630706,-5.071568351631992,-4.138453363627726,-4.089133704151211,-3.6642875287137224,-2.40659203598074,-3.9972417318032565,-4.245050459736534,-3.0493230288315214,-4.745432124341441,-4.656721511598851,-4.364381374404564,-4.302936988783232,-4.245050459736534,-3.7634439883630706,-3.8354693495592658
-3.8188455381379365,-4.690751970168127,-3.2018373937513145,-2.2662283974685504,-4.083773209454412,-3.360252770502669,-3.609607374540408,-3.0470291534496354,-4.895968128001952,-3.4366646735756143,-4.034453549977897,-3.181124142861204,-4.602041357425538,-4.248256834609918,-5.154467433696674,-4.788105051602252,-3.4366646735756143,-4.690751970168127,-4.248256834609918,-4.248256834609918,-3.674607508393115,-4.083773209454412,-3.942561577629942,-4.788105051602252,-4.602041357425538,-3.8995996443863423,-4.190370305563219,-3.7807891953859514,-3.641579407238245,-5.016888197458678,-4.190370305563219,-4.083773209454412,-3.7807891953859514,-2.426171261709384,-3.942561577629942,-4.248256834609918,-3.160831238709532,-4.602041357425538,-4.690751970168127,-4.190370305563219,-4.520563086699589,-4.375169620128922,-3.7807891953859514,-3.8995996443863423
-3.9793451815244,-4.638824961319996,-3.326051047448719,-2.2786759528607954,-4.071237153872355,-3.4218638661176097,-3.473448277470072,-3.083812757344093,-5.053671801353135,-3.303466528372827,-3.9363832482808,-3.2813808250190153,-4.557346690594047,-4.41195322402338,-5.191251037591131,-5.191251037591131,-3.303466528372827,-4.82488865549671,-4.172435665763318,-4.227153909457677,-3.8556291420323943,-4.12055681334887,-3.8556291420323943,-4.557346690594047,-4.41195322402338,-3.745547438084214,-4.172435665763318,-3.817572799280409,-3.646390978434866,-5.053671801353135,-4.071237153872355,-4.172435665763318,-3.780911802217238,-2.4533652255633625,-3.9363832482808,-4.227153909457677,-3.139095808468258,-4.93275173189641,-4.557346690594047,-4.12055681334887,-4.41195322402338,-4.3464848241257075,-3.817572799280409,-3.745547438084214
-4.127958532614146,-4.594347828170822,-3.2152952452382295,-2.2104409712200654,-4.182676776308504,-3.3525592412479535,-3.736434669068065,-3.113747032070871,-4.780411522347537,-3.402846356579757,-3.9348680483752267,-3.304680302740003,-4.6830584409134115,-4.076079680199697,-5.009194668203962,-5.009194668203962,-3.304680302740003,-4.780411522347537,-4.302007690976534,-4.367476090874207,-3.736434669068065,-4.026760020723181,-3.9348680483752267,-4.6830584409134115,-4.5128695574448745,-3.8507141301932664,-4.240563305355202,-3.8507141301932664,-3.773095666131236,-5.009194668203962,-4.182676776308504,-4.127958532614146,-3.701070304935041,-2.3622726432725196,-4.182676776308504,-4.43753274080875,-3.075849355553544,-4.6830584409134115,-4.780411522347537,-4.127958532614146,-4.367476090874207,-4.240563305355202,-3.6669139791384,-3.979758888889448
-4.106271729973443,-4.57266102553012,-3.1517438109657863,-2.387201289773487,-4.106271729973443,-3.3556999303277344,-3.549245630437877,-3.0920602294301687,-4.8665877961065345,-3.172457061855897,-4.160989973667801,-3.282993500099301,-4.57266102553012,-4.2188765027145,-5.125087101801256,-4.7587247197068345,-3.381159553939055,-4.661371638272709,-4.160989973667801,-4.054392877558994,-3.6121990753428275,-4.106271729973443,-3.6121990753428275,-4.57266102553012,-4.415845938168047,-4.0050732180824795,-4.106271729973443,-3.829027327552564,-3.789465206242519,-5.125087101801256,-4.2188765027145,-4.0050732180824795,-3.829027327552564,-2.519669794786873,-3.958072086248746,-4.2188765027145,-3.017648821554218,-4.7587247197068345,-4.491182754804171,-4.106271729973443,-4.661371638272709,-4.415845938168047,-3.829027327552564,-3.958072086248746
-3.9669567242459833,-4.544958233315631,-3.107938031424301,-2.274333885953804,-4.214765452179261,-3.5437971733388824,-3.6340025211564493,-3.053655531220194,-4.920363274617994,-3.3136625901703023,-4.011847564760204,-3.1852263853255733,-4.626436504041578,-4.214765452179261,-5.041283344074719,-4.920363274617994,-3.2262325403673557,-4.715147116784168,-4.058848696593937,-4.160047208484903,-3.7331589808057974,-4.160047208484903,-3.8432406847539777,-4.469621416679507,-4.469621416679507,-3.9239947910023836,-4.108168356070453,-3.8432406847539777,-3.7685233449388216,-5.178862580312715,-4.399564766744963,-4.011847564760204,-3.603021108949336,-2.460248900700936,-3.882802806064023,-4.272651981225959,-3.2689923677405988,-4.626436504041578,-4.626436504041578,-4.272651981225959,-4.544958233315631,-4.334096366847291,-3.7685233449388216,-4.108168356070453
-4.28818242670238,-4.580522563896668,-3.2677486500253914,-2.330393088278556,-4.114133268339991,-3.441971522943933,-3.3635614686942823,-3.043600578285176,-4.766586258073382,-3.3635614686942823,-4.114133268339991,-3.159605349332334,-4.874449334473082,-4.28818242670238,-4.995369403929808,-4.766586258073382,-3.441971522943933,-4.766586258073382,-4.423707476534595,-4.168851512034349,-3.6200606137093754,-4.114133268339991,-3.6530887148642455,-4.499044293170719,-4.669233176639257,-3.836888865919112,-4.168851512034349,-3.797326744609067,-3.797326744609067,-5.132948640167804,-4.168851512034349,-4.062254415925542,-3.7592704018570817,-2.4540305870076295,-3.9210427841010724,-4.499044293170719,-3.025510359920766,-4.580522563896668,-4.423707476534595,-4.114133268339991,-4.669233176639257,-4.423707476534595,-3.6872450406608865,-3.9210427841010724
-3.9122921029439817,-4.703444428725766,-3.235681233050584,-2.338119741526401,-4.047146008535536,-3.3487192380781976,-3.561268082826963,-3.0073353332158463,-4.800797510159891,-3.257289679682197,-3.9122921029439817,-3.372945229060308,-4.703444428725766,-4.260949293167557,-5.029580656016317,-4.908660586559591,-3.3977727207807913,-4.908660586559591,-4.203062764120858,-4.387862078686561,-3.9122921029439817,-4.000144876701803,-3.7568206568804197,-4.533255545257228,-4.533255545257228,-3.7568206568804197,-4.322393678788889,-3.871100118005621,-3.6542718657958844,-5.029580656016317,-4.322393678788889,-4.1483445204265,-3.6542718657958844,-2.4010448817012664,-3.9552540361875814,-4.203062764120858,-3.096235343365899,-4.908660586559591,-4.533255545257228,-4.1483445204265,-4.387862078686561,-4.260949293167557,-3.7934816539435907,-4.047146008535536
-3.861808097980291,-4.523963525231899,-3.226389213025254,-2.311553151325896,-4.139052500401171,-3.388480700755461,-3.494455896100714,-3.0869433233405688,-5.020288635990987,-3.3394272180528675,-4.037853988510205,-3.2479976596568667,-4.523963525231899,-4.139052500401171,-5.020288635990987,-4.791505490134561,-3.363653209034978,-4.899368566534262,-4.193770744095529,-4.193770744095529,-3.6780079469254243,-4.193770744095529,-4.037853988510205,-4.378570058661231,-4.378570058661231,-3.861808097980291,-4.251657273142227,-3.8222459766702457,-3.6449798457705542,-5.157867872228983,-4.251657273142227,-4.193770744095529,-3.6130078130727172,-2.4688772117483957,-3.9030000829186515,-4.139052500401171,-3.1642316772418413,-4.694152408700436,-4.605441795957846,-4.313101658763559,-4.378570058661231,-4.313101658763559,-3.7475286368550895,-4.037853988510205
-3.8710958750196585,-4.573537588058853,-3.1733336243846306,-2.4369730038494026,-4.281197450864566,-3.356576492856468,-3.581103605173724,-3.0929367919589024,-4.867464358635269,-3.2838700626280346,-4.005949780611212,-3.112438190005762,-4.573537588058853,-4.492059317332906,-4.988384428091994,-4.988384428091994,-3.356576492856468,-4.759601282235568,-4.219753065243234,-4.281197450864566,-3.829903890081298,-3.914057808263258,-3.7903417687712526,-4.492059317332906,-4.492059317332906,-3.7903417687712526,-4.161866536196536,-3.7903417687712526,-3.7903417687712526,-5.12596366432999,-4.055269440087728,-4.055269440087728,-3.7903417687712526,-2.417127145121608,-3.8710958750196585,-4.161866536196536,-3.073808435207116,-4.573537588058853,-4.662248200801443,-4.281197450864566,-4.416722500696782,-4.492059317332906,-4.005949780611212,-3.7903417687712526
-4.313949964747483,-4.524811831215823,-3.2060861382675476,-2.2381589310498535,-4.038702294494129,-3.4147886303507056,-3.7483769428390135,-3.033509129120386,-4.900216872518186,-3.364501515018902,-4.313949964747483,-3.3166225765109516,-4.60629010194177,-4.194619050079453,-5.158716178212907,-4.900216872518186,-3.4147886303507056,-4.900216872518186,-4.139900806385095,-4.194619050079453,-3.7483769428390135,-4.038702294494129,-3.7850379399021845,-4.524811831215823,-4.524811831215823,-3.8230942826541696,-4.139900806385095,-3.8230942826541696,-3.613856119056641,-5.021136941974911,-4.194619050079453,-4.194619050079453,-3.7483769428390135,-2.4899732230147116,-3.862656403964215,-4.313949964747483,-2.9491135926747756,-4.792353796118485,-4.60629010194177,-4.139900806385095,-4.449475014579699,-4.313949964747483,-3.6788562529093483,-3.9917011626603967
